Title,Working_Hours,Working_Place,Company,Location,Post_Date,Number_of_Applicants,Number_of_Positions,Career_Level,Education,Salary,Job_Category,Skills,Gender,Job_Category_Count,min_experience,max_experience,City,Applicant_per_position
Construction Manager - Architecture,Full Time,on-site,REDCON Construction Co. S.A.E,Matruh,17,51.0,1,Manager,Bachelor'S Degree,"Confidential, Bonus",Engineering - Construction/Civil/Architecture,"['pump stations', 'project', 'construction', 'drainage', 'dewatering', 'architectural engineering']",both,802,10.0,15.0,North Coast,51.0
Construction Manager - Civil,Full Time,on-site,REDCON Construction Co. S.A.E,Matruh,28,102.0,1,Manager,Bachelor'S Degree,"Confidential, Bonus",Engineering - Construction/Civil/Architecture,"['infrastructure', 'pump stations', 'project', 'civil engineering', 'construction', 'sewer networks', 'drainage', 'dewatering', 'civil']",both,802,10.0,15.0,North Coast,102.0
Construction Manager - Project (Civil Engineer),Freelance / Project,on-site,Purity Pet Food,cairo,56,362.0,1,Manager,Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['civil engineering', 'construction', 'project']",both,802,13.0,15.0,Cairo,362.0
Construction Project Manager,Full Time,on-site,BRISK Business Inc.,cairo,56,195.0,1,Manager,Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['construction', 'project professional', 'project', 'project', 'engineering']",both,802,15.0,20.0,Zamalek,195.0
Construction Project Manager & Lead Architect,Full Time,on-site,Novus Stanza,cairo,24,315.0,1,Manager,Bachelor'S Degree,Confidential,Engineering - Construction/Civil/Architecture,"['architectural engineering', 'construction', 'contracts', 'risk', 'project']",both,802,10.0,20.0,New Cairo,315.0
Construction Project Manager (Fit-outs),Full Time,on-site,Magaz,cairo,20,269.0,1,Manager,Bachelor'S Degree,Confidential,Engineering - Construction/Civil/Architecture,"['site work', 'site engineering', 'construction engineering', 'fitting-out', 'fit-out', 'interior finishing', 'autocad', 'communication', 'engineering', 'finishing', 'architecture', 'civil engineering']",both,802,10.0,15.0,New Cairo,269.0
Construction QC Engineer,Full Time,on-site,Zamil Steel Buildings Co,Giza,56,18.0,1,Experienced (Non-Manager),Bachelor'S Degree,,Engineering - Construction/Civil/Architecture,"['project engineer', 'planning engineer', 'civil engineering', 'letter of credit', 'approval drawings', 'project', 'shipments', 'order', 'engineering', 'project', 'civil', 'architecture', 'construction']",Male,802,1.0,3.0,6th of October,18.0
Consultant Neurosurgeon (Spine) - Saudi Arabia,Full Time,on-site,Head Medical,"Riyadh, Saudi Arabia",2,,1,Not Specified,Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['saudi', 'bahrain', 'consultant', 'qualification', 'hospitals']",both,802,,,Riyadh,
Contract Administrator Engineer,Full Time,on-site,GMC,cairo,56,19.0,1,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['contract', 'engineering', 'administration']",both,802,3.0,5.0,Maadi,19.0
Contract Engineer,Full Time,on-site,Melco-Mec Egypt for Elevators & Escalators - Mitsubishi,Giza,24,11.0,1,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Medical Insurance, Life Insurance, Social Insurance",Engineering - Construction/Civil/Architecture,"['civil engineering', 'claims', 'communication', 'contract', 'engineering', 'english', 'contracting', 'contract engineer', 'construction']",both,802,3.0,5.0,Dokki,11.0
Contract Engineer,Full Time,on-site,MODAD,Giza,56,20.0,1,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['civil', 'construction', 'contract', 'contract', 'engineering', 'civil engineering', 'contracts']",both,802,5.0,7.0,Mohandessin,20.0
Contract Engineer,Full Time,on-site,Construction Project Management Consultancy (CPM),cairo,56,49.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Construction/Civil/Architecture,"['contract engineering', 'clac', 'construction', 'project', 'engineering contracts', 'construction', 'engineering', 'civil', 'civil engineering', 'communication', 'contracting', 'prmg', 'communication', 'architecture']",both,802,2.0,5.0,Nasr City,49.0
Contract Engineer,Full Time,on-site,Sinoma-cdi,cairo,23,33.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Construction/Civil/Architecture,"['autocad', 'civil engineering', 'civil', 'construction', 'contracting', 'engineering', 'contract', 'microsoft']",both,802,4.0,5.0,New Cairo,33.0
Contract project Engineer,Full Time,on-site,Basco Engineering &Trading,cairo,25,57.0,1,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['engineering', 'project', 'engineer', 'civil engineering', 'project']",both,802,1.0,7.0,Heliopolis,57.0
Contracts Manager,Full Time,on-site,ORC,cairo,28,53.0,1,Manager,Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['contract', 'contract', 'engineering', 'construction', 'civil engineering']",both,802,10.0,15.0,Nasr City,53.0
Contracts Team Leader Engineer,Full Time,on-site,REDCON Construction Co. S.A.E,cairo,2,30.0,1,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Bonus",Engineering - Construction/Civil/Architecture,"['contracts', 'communication', 'claims', 'contracts', 'fidic', 'contract lifecycle and administration control', 'clac']",both,802,5.0,8.0,Heliopolis,30.0
Contracts Team Leader Engineer (Al Alamien City),Full Time,on-site,Assess Talent Management,Alexandria,30,19.0,3,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['engineering', 'engineer']",both,802,7.0,14.0,Alexandria,6.0
Corporate Sales Specialist,Full Time,on-site,KEMT,Sharqia,3,,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, 5000",Engineering - Construction/Civil/Architecture,"['sales', 'sales target', 'sales', 'customer service']",both,802,1.0,5.0,10th of Ramadan City,
Cost Control & Planning Engineer,Full Time,on-site,Ayoun Masr Co For Tourism Development,cairo,13,56.0,1,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['civil engineering', 'civil', 'primavera', 'planning', 'site', 'cost control', 'contractor', 'planning engineering', 'cost', 'primavera p6', 'primavera project planner', 'cost estimation']",both,802,3.0,5.0,New Cairo,56.0
Cost Control Engineer,Full Time,on-site,alfanar,cairo,12,41.0,2,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Construction/Civil/Architecture,"['cost control', 'cost estimation', 'engineering', 'construction', 'erp system', 'cost', 'quality control', 'quality assurance', 'planning']",both,802,4.0,7.0,Cairo,20.0
Cost Control Engineer,Full Time,on-site,Not Specified,cairo,28,67.0,1,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['cost', 'engineering', 'project', 'cost control', 'construction', 'project']",both,802,3.0,7.0,Nasr City,67.0
Cost Control Engineer,Full Time,on-site,Mashareq,cairo,28,40.0,1,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['engineering', 'civil engineering']",both,802,5.0,7.0,New Cairo,40.0
Cost Control Manager,Full Time,on-site,GMC,cairo,28,38.0,1,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['engineering', 'cost', 'project professional']",both,802,10.0,15.0,Maadi,38.0
Cost Control Manager,Full Time,on-site,ORC,cairo,26,60.0,1,Manager,Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['engineering', 'cost control', 'cost', 'construction', 'analysis']",both,802,10.0,15.0,Nasr City,60.0
Cost Control Team Leader,Full Time,on-site,GMC,cairo,56,21.0,1,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['cost control', 'cost estimation']",both,802,7.0,10.0,Cairo,21.0
Cost Estimation Engineer,Full Time,on-site,GIECO,cairo,28,32.0,1,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['civil engineering', 'estimation', 'cost estimation', 'tendering']",both,802,3.0,5.0,Cairo,32.0
Cost Estimation Engineer (Arch / Civil / Elec. / Mech.),Full Time,on-site,Modern Interiors Design – Construction,Giza,56,31.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Construction/Civil/Architecture,"['estimation engineer', 'tendering', 'procurement', 'architectural engineering', 'civil engineering', 'cost estimation', 'cost']",both,802,3.0,7.0,Mohandessin,31.0
Cost Planner – Construction Estimator,Full Time,on-site,Boston Federal Financial,Alexandria,56,20.0,1,Experienced (Non-Manager),Not Specified,"15000 To 20000 EGP Per Month, Salary Is Based On Experience",Engineering - Construction/Civil/Architecture,"['construction', 'construction', 'cost estimation']",both,802,3.0,5.0,Alexandria,20.0
Cost control engineer and planning,Full Time,on-site,Mobica,Giza,6,48.0,1,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['civil engineering', 'construction', 'cost control', 'engineering', 'planning', 'planning engineer', 'project cost control', 'cost engineering', 'cost estimation', 'cost estimating']",both,802,3.0,5.0,Dokki,48.0
Design Architect,Full Time,on-site,Burger King,cairo,21,45.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Construction/Civil/Architecture,"['architecture', 'design', 'construction', 'autocad', 'english', 'modeling', 'revit', 'sketchup', '3d']",both,802,2.0,4.0,Heliopolis,45.0
Design Engineer,Full Time,on-site,MOG Group,cairo,5,29.0,3,Experienced (Non-Manager),Bachelor'S Degree,,Engineering - Construction/Civil/Architecture,"['design engineer', 'applied arts', 'civil engineering', 'computer-aided design', 'solidworks', 'design', 'engineering']",Male,802,3.0,5.0,Nasr City,9.0
Design Engineer,Full Time,on-site,Somabay,Red Sea,56,15.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Construction/Civil/Architecture,"['architectural engineering', 'autocad', 'design', 'engineering', 'revit', 'microsoft', 'photoshop']",both,802,3.0,5.0,Hurghada,15.0
Design Engineer,Full Time,on-site,Not Specified,"Riyadh, Saudi Arabia",56,16.0,1,"Senior Management (CEO, GM, Director, Head)",Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['designer', 'architecture', 'architecture designer', 'design', 'engineering']",both,802,10.0,20.0,Riyadh,16.0
Design Engineer,Full Time,on-site,ICON Holding,cairo,28,30.0,2,Entry Level (Junior Level / Fresh Grad),Not Specified,0 To 0 EGP Per Month,Engineering - Construction/Civil/Architecture,"['computer-aided design', '3d', 'design engineer', 'engineering', 'design', 'rivet', 'sap', 'civil design']",both,802,1.0,3.0,Maadi,15.0
Design Manager,Full Time,on-site,IGI-Group,Giza,28,42.0,1,Manager,Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['design', 'engineering', 'developer', 'real estate']",both,802,10.0,12.0,Sheikh Zayed,42.0
Design Manager (Design Management),Full Time,on-site,Capital Link Developments,cairo,24,55.0,1,Manager,Not Specified,"Confidential, Bonus",Engineering - Construction/Civil/Architecture,"['design', 'design', 'design manager', 'architectural', 'coordination']",both,802,10.0,,New Cairo,55.0
Design Mechanical Engineer ( Consultant Office),Full Time,on-site,CA+,cairo,23,15.0,2,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Construction/Civil/Architecture,"['engineering', 'mechanical', 'mechanical engineer', 'mechanical engineering', 'engineer', 'maintenance', 'drawing', 'gulf', 'drawings']",both,802,5.0,10.0,Nasr City,7.0
Designer Architect,Full Time,on-site,CSCEC Egypt,cairo,17,16.0,3,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['autocad', 'engineering', 'architecture']",both,802,2.0,7.0,New Capital,5.0
Development Director,Full Time,on-site,City Master Group Developments,cairo,28,99.0,1,Manager,Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['architecture', 'business development', 'development']",both,802,7.0,10.0,New Cairo,99.0
Director OF Engineering,Full Time,on-site,Not Specified,Red Sea,28,63.0,1,"Senior Management (CEO, GM, Director, Head)",Master'S Degree,Confidential,Engineering - Construction/Civil/Architecture,"['engineering', 'director', 'project', 'project', 'civil engineering', 'leadership', 'project professional', 'cpd']",both,802,15.0,20.0,Hurghada,63.0
Document Controller,Full Time,on-site,Global Professional Services GPS,cairo,19,88.0,2,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['document controller', 'document']",both,802,5.0,8.0,Cairo,44.0
Document Controller,Full Time,on-site,Bassily Contracting and Trading,Red Sea,12,19.0,1,Experienced (Non-Manager),Not Specified,"Confidential, Monthly Bonus Monthly Target Monthly Overtime",Engineering - Construction/Civil/Architecture,"['document controller', 'document', 'document control']",both,802,3.0,10.0,Hurghada,19.0
Document Draftsman,Full Time,on-site,CSI,cairo,3,12.0,1,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['administration', 'engineering']",both,802,1.0,3.0,Heliopolis,12.0
Draftsman,Full Time,on-site,"South Westman General Contracting, LLC",cairo,25,22.0,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Engineering - Construction/Civil/Architecture,"['drafting', 'autocad', 'sketchup', 'solidworks', 'design', 'engineering', 'revit', 'drawings']",both,802,1.0,2.0,Cairo,22.0
Draftsman - Revit- North Coast,Full Time,on-site,Experts,Alexandria,8,7.0,1,Experienced (Non-Manager),High School (Or Equivalent),"Confidential, Incentive - Medical Insurance- Transportation - Accommodation",Engineering - Construction/Civil/Architecture,"['revit mep', 'autocad', 'design', 'drawings', 'revit', 'shop drawings', 'architecture', 'mep']",both,802,5.0,8.0,North Coast,7.0
Draftsman - Revit- North Coast,Full Time,on-site,Experts,Alexandria,7,7.0,1,Experienced (Non-Manager),High School (Or Equivalent),"Confidential, Incentive - Medical Insurance- Transportation - Accommodation",Engineering - Construction/Civil/Architecture,"['revit mep', 'autocad', 'design', 'drawings', 'revit', 'shop drawings', 'architecture', 'mep']",both,802,5.0,8.0,North Coast,7.0
E Marketing Specialist,Full Time,on-site,Brilliant Engineering,cairo,28,,1,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['e-commerce', 'marketing', 'engineering']",both,802,3.0,6.0,Cairo,
EHS/Safety Officer,Full Time,on-site,alfanar,"Jeddah, Saudi Arabia",18,39.0,1,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['nebosh', 'igc', 'communication', 'engineering', 'safety']",both,802,5.0,12.0,Jeddah,39.0
Electric Tender engineer,Full Time,on-site,MODAD,Giza,56,7.0,1,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['electrical engineering', 'engineering', 'autocad', 'revit']",both,802,3.0,5.0,Mohandessin,7.0
Electrical Controls Engineer (Technical Office),Full Time,on-site,Protection,Giza,5,11.0,2,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['electrical engineering', 'electrical', 'design', 'engineering', 'mep', 'autocad', 'construction']",both,802,5.0,10.0,Sheikh Zayed,5.0
